year,Title,author,journal
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jan;50(1):238-247.
doi: 10.1177/03635465211054506.
Epub 2021 Nov 15.",Machine Learning and Statistical Prediction of Pitching Arm Kinetics,"Kristen F Nicholson , Gary S Collins , Brian R Waterman , Garrett S Bullock",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Dec 1;3635465221131281.
doi: 10.1177/03635465221131281.
Online ahead of print.",Inequalities in the Evaluation of Male Versus Female Athletes in Sports Medicine Research: A Systematic Review,"Ryan W Paul , John Hayden Sonnier , Emma E Johnson , Anya T Hall , Alim Osman , Gregory M Connors , Kevin B Freedman , Meghan E Bishop",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2023 Jan;51(1):214-224.
doi: 10.1177/03635465221135771.
Epub 2022 Nov 22.",Optimizing Concussion Care Seeking: A Longitudinal Analysis of Recovery,"Julianne D Schmidt , Steven P Broglio , Kristen Knight , Daniel Leeds , Robert C Lynall , Christopher D'Lauro , Johna Register-Mihalik , Emily Kroshus , Michael McCrea , Tom W McAllister 
, Zachary Y Kerr 
, April Hoy , Louise Kelly , Christina Master , Justus Ortega , Nicholas Port , Darren Campbell , Steven J Svoboda  , Margot Putukian , Sara P D Chrisman 
, Dianne Langford 
, Gerald McGinty , Jonathan C Jackson , Kenneth L Cameron , Adam James Susmarski , John DiFiori , Joshua T Goldman , Holly Benjamin , Thomas Buckley , Thomas Kaminski , James R Clugston , Patrick G O'Donnell 
, Luis Feigenbaum 
, James T Eckner , Jason P Mihalik 
, Scott Anderson , Anthony Kontos , Alison Brooks , Christopher Miles , Laura Lintner",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Nov;50(13):NP55.
doi: 10.1177/03635465221120660.",Factors Associated With an Intra-articular Infection After Anterior Cruciate Ligament Reconstruction: Letter to the Editor,"Deyong Yang, Li Shu",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Nov;50(13):3671-3680.
doi: 10.1177/03635465221123045.
Epub 2022 Oct 19.",Vitrified Particulated Articular Cartilage for Joint Resurfacing: A Swine Model,"Kezhou Wu , Kar Wey Yong , Maha Ead , Mark Sommerfeldt , Tamara D Skene-Arnold , Lindsey Westover , Kajsa Duke , Leila Laouar , Janet A W Elliott , Nadr M Jomha",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(4):912-921.
doi: 10.1177/03635465211073152.
Epub 2022 Feb 11.",Long-term Return to Sports After Anterior Cruciate Ligament Injury: Reconstruction vs No Reconstruction-A Comparison of 2 Case Series,"Susan L Keays , Daniel B Mellifont , Anthony C Keays , Max C Stuelcken , Dale I Lovell , Mark G L Sayers",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Oct;50(12):3333-3340.
doi: 10.1177/03635465221121583.
Epub 2022 Sep 19.",How to Fashion the Bone Block for Reconstruction of the Glenoid in Anterior and Posterior Instability,"Justin J Ernat , Toufic R Jildeh , Annalise M Peebles , Jared A Hanson , Mitchell S Mologne , Petar Golijanin , Matthew T Provencher",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Aug;50(10):2733-2739.
doi: 10.1177/03635465221106746.
Epub 2022 Jul 21.",Mechanical and Microstructural Properties of Meniscus Roots Vary by Location,"Peter S Chang , Lorenzo F Solon , Spencer P Lake , Ryan M Castile , J Ryan Hill , Robert H Brophy",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Oct;50(12):3374-3380.
doi: 10.1177/03635465221119194.
Epub 2022 Sep 19.",Determinants of Biomechanical Efficiency in Collegiate and Professional Baseball Pitchers,"Ryan L Crotin , Jonathan S Slowik , Gene Brewer , E Lyle Cain Jr , Glenn S Fleisig",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Apr;50(5):1299-1305.
doi: 10.1177/03635465221080162.
Epub 2022 Mar 2.",Midterm Outcomes After Hip Labral Augmentation in Revision Hip Arthroscopy,"Rui W Soares , Joseph J Ruzbarsky , Justin W Arner , Spencer M Comfort , Karen K Briggs , Marc J Philippon",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Dec;50(14):3948-3955.
doi: 10.1177/03635465221130452.
Epub 2022 Nov 3.",Reliability of Radiographic Imaging Characteristics for Osteochondritis Dissecans of the Capitellum,"Andrew D Firth, Dianne M Bryant, Robert Litchfield 
, Robert G McCormack 
, Mark Heard 
, Peter B MacDonald 
, Tim Spalding 
, Peter C M Verdonk 
, Devin Peterson 
, Davide Bardana 
, Alex Rezansoff 
, Alan M J Getgood, Kevin Willits, Trevor Birmingham, Chris Hewison, Stacey Wanlin, Ryan Pinto, Ashley Martindale, Lindsey O'Neill, Morgan Jennings, Michal Daniluk 
, Dory Boyer, Mauri Zomar, Karyn Moon, Raely Moon, Brenda Fan, Bindu Mohan 
, Gregory M Buchko, Laurie A Hiemstra, Sarah Kerslake, Jeremy Tynedal 
, Greg Stranges, Sheila Mcrae, LeeAnne Gullett, Holly Brown, Alexandra Legary, Alison Longo, Mat Christian, Celeste Ferguson 
, Nick Mohtadi, Rhamona Barber, Denise Chan, Caitlin Campbell, Alexandra Garven, Karen Pulsifer, Michelle Mayer 
, Nicole Simunovic, Andrew Duong, David Robinson, David Levy, Matt Skelly, Ajaykumar Shanmugaraj 
, Fiona Howells, Murray Tough 
, Pete Thompson, Andrew Metcalfe, Laura Asplin, Alisen Dube, Louise Clarkson, Jaclyn Brown, Alison Bolsover, Carolyn Bradshaw, Larissa Belgrove, Francis Milan, Sylvia Turner, Sarah Verdugo, Janet Lowe, Debra Dunne, Kerri McGowan, Charlie-Marie Suddens 
, Geert Declerq, Kristien Vuylsteke, Mieke Van Haver 
",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Dec;50(14):3749-3751.
doi: 10.1177/03635465221124124.",Presidential Address of the American Orthopaedic Society for Sports Medicine: AOSSM-A Championship Team,Kurt P Spindler,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Dec;50(14):3866-3874.
doi: 10.1177/03635465221128589.
Epub 2022 Oct 28.",Achilles Tendons Display Region-Specific Transcriptomic Signatures Associated With Distinct Mechanical Properties,"Nathaniel P Disser , Alexander N Piacentini , Andrea J De Micheli , Martin M Schonk , Vincent J H Yao , Xiang-Hua Deng , David J Oliver , Scott A Rodeo",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Dec;50(14):3832-3837.
doi: 10.1177/03635465221130990.
Epub 2022 Nov 3.",Venous Thromboembolism Chemoprophylaxis in Knee Arthroscopy: A Break-Even Analysis of Cost,"Brandon J Martinazzi , Gregory J Kirchner , F Jeffrey Lorenz , Vincenzo Bonaddio , Shawn Hines , Raymond Y Kim , Robert A Gallo",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Apr;50(5):1215-1221.
doi: 10.1177/03635465221074331.
Epub 2022 Feb 28.","Patient Perception of Being ""Completely Better"" After Anterior Cruciate Ligament Reconstruction","Matheus B Schneider , Justin E Kung , Tina Zhang , Michael S Rocca , Michael J Foster , Sean J Meredith , Natalie L Leong , Jonathan D Packer , R Frank Henn rd",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jun;50(7):1928-1937.
doi: 10.1177/03635465221094816.
Epub 2022 May 9.",Prediction of Bilaterality in Patients With 1 Posterosuperior Rotator Cuff Tear,"Ji-Yong Gwark , Hyung Bin Park",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Sep;50(11):NP43-NP44.
doi: 10.1177/03635465221116364.
Epub 2022 Aug 4.",Food and Drug Administration's Position on Commonly Injected Biologic Materials in Orthopaedic Surgery: Response,C Thomas Vangsness Jr,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Dec;50(14):3963-3973.
doi: 10.1177/03635465221126683.
Epub 2022 Oct 27.",Human Adipose- and Amnion-Derived Mesenchymal Stromal Cells Similarly Mitigate Osteoarthritis Progression in the Dunkin Hartley Guinea Pig,"Adam Kwapisz , Mackenzie Bowman , Joshua Walters , Heather Cosh , Brian Burnikel , John Tokish , Tong Ye , Jeremy Mercuri",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 May;50(6):1679-1686.
doi: 10.1177/03635465221083995.
Epub 2022 Mar 22.",Stretch-Induced Healing of Injured Muscles Is Associated With Myogenesis and Decreased Fibrosis,"Ching-Fang Hu , Carl Pai-Chu Chen , Po-Hsiang Tsui , Chiao-Nan Chen , Chih-Chin Hsu",am j sports med
"Published Erratum
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Nov;50(13):NP60.
doi: 10.1177/03635465221131042.
Epub 2022 Sep 26.","Corrigendum to ""Effect of Mechanical Mincing on Minimally Manipulated Articular Cartilage for Surgical Transplantation""",,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jul;50(9):2515-2525.
doi: 10.1177/03635465221101004.
Epub 2022 Jun 23.",Effect of Mechanical Mincing on Minimally Manipulated Articular Cartilage for Surgical Transplantation,"Aghogho Evuarherhe Jr , Nolan B Condron , Derrick M Knapik , Eric D Haunschild , Ron Gilat , Hailey P Huddleston , Joshua T Kaiser , Kevin C Parvaresh , Kyle R Wagner , Susan Chubinskaya , Adam B Yanke , Brian J Cole",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jul;50(9):2453-2461.
doi: 10.1177/03635465221102144.
Epub 2022 Jun 20.",Avoiding Overcorrection to Increase Patient Satisfaction After Open Wedge High Tibial Osteotomy,"Sung-Sahn Lee , Joo Hwan Kim , Su Kim , Eui Yub Jung , Dong Jin Ryu , Do Kyung Lee , Joon Ho Wang",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Apr;50(5):1328-1335.
doi: 10.1177/03635465221076854.
Epub 2022 Mar 2.","Arthroscopic Characterization, Treatment, and Outcomes of Glenoid Labral Articular Disruption Lesions","Justin J Ernat , Dylan R Rakowski , Joseph J Ruzbarsky , Donovon W Johnson , Aaron J Casp , Annalise M Peebles , Jared Hanson , J Christoph Katthagan , Marilee P Horan , Capt Matthew T Provencher , Peter J Millett",am j sports med
"Randomized Controlled Trial
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(4):1120-1129.
doi: 10.1177/03635465211069372.
Epub 2022 Jan 21.",An 8-Week Neuromuscular Training Program After Concussion Reduces 1-Year Subsequent Injury Risk: A Randomized Clinical Trial,"David R Howell , Corrine N Seehusen , Patrick M Carry , Gregory A Walker , Sarah E Reinking , Julie C Wilson",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(3):814-822.
doi: 10.1177/03635465211067824.
Epub 2022 Jan 10.",Pitching Mechanics and the Relationship to Accuracy in Professional Baseball Pitchers,"Joseph E Manzi , Brittany Dowling , Zhaorui Wang , Andrew Luzzi , Ryan Thacher , Ryan C Rauck , Joshua S Dines",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(4):1039-1043.
doi: 10.1177/03635465211070276.
Epub 2022 Jan 31.",Acromioclavicular Disk as a Potential Source of Pain in AC Joint Injuries,"Roman C Ostermann , Todd C Moen , Paul Siegert , Claus Bukowsky , Susanna Lang , Philipp R Heuberer , Leo Pauzenberger",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 May;50(6):1603-1608.
doi: 10.1177/03635465221083671.",Prevalence of Contralateral Hip Abductor Tears and Factors Associated With Symptomatic Progression,"John Arvesen , Jeremy McCallum , Stephan G Pill , Holly Cannady , Kyle J Adams , Isaiah Jackson , Jeffrey R Wienke , Jason Folk",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Nov;50(13):NP58-NP59.
doi: 10.1177/03635465221121606.",What Is the Most Reliable Method of Measuring Glenoid Bone Loss in Anterior Glenohumeral Instability? Response,"Sumit Raniga, Antonio Arenas-Miquelez, Desmond Bokor",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(4):984-993.
doi: 10.1177/03635465221078033.",A Comprehensive Description of the Lateral Patellofemoral Complex: Anatomy and Anisometry,"Hailey P Huddleston , Jorge Chahla , Safa Gursoy , Brady T Williams , Navya Dandu , Phillip Malloy , Neal B Naveen , Brian J Cole , Adam B Yanke",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Oct;50(12):NP51-NP52.
doi: 10.1177/03635465221113584.",Comparative Outcomes After Superficial Medial Collateral Ligament Augmented Repair vs Reconstruction: Letter to the Editor,Hangzhou Zhang,am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(4):962-967.
doi: 10.1177/03635465211070553.
Epub 2022 Jan 31.",Biomechanical Assessment of Knee Laxity After a Novel Posterolateral Corner Reconstruction Technique,"Thiago Vivacqua , Samira Vakili , Ryan Willing , Gilbert Moatshe , Ryan Degen , Alan M Getgood",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jul;50(9):2390-2396.
doi: 10.1177/03635465221101136.
Epub 2022 Jun 1.",Surgical Outcomes After Bucket-Handle Meniscal Repairs: Analysis of a Large Contained Cohort,"David Y Ding , Lue-Yen Tucker , Amy L Vieira , Ryan D Freshman",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Nov;50(13):3643-3648.
doi: 10.1177/03635465221125939.
Epub 2022 Oct 20.",Excessively High Repair Tension Decreases Microvascular Blood Flow Within the Rotator Cuff,"Satoshi Miyake , Teruaki Izaki , Yasuhara Arashiro , Shunsuke Kobayashi , Yozo Shibata , Terufumi Shibata , Takuaki Yamamoto",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Aug;50(10):2805-2816.
doi: 10.1177/03635465221107943.
Epub 2022 Jul 21.",Evaluation of SS-31 as a Potential Strategy for Tendinopathy Treatment: An In Vitro Model,"Xueying Zhang , Ying Zhang , Meng Zhang , Yusuke Nakagawa , Camila B Caballo , Hazel H Szeto , Xiang-Hua Deng , Scott A Rodeo",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jul;50(9):2469-2475.
doi: 10.1177/03635465221101016.
Epub 2022 Jun 6.",Glenoid Bone Loss Directly Affects Hill-Sachs Morphology: An Advanced 3-Dimensional Analysis,"Liam A Peebles , Petar Golijanin , Annalise M Peebles , Brenton W Douglass , Justin W Arner , Matthew T Provencher",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jul;50(8):2227-2233.
doi: 10.1177/03635465221097102.
Epub 2022 May 23.",Rates of Return to Manual Labor After Arthroscopic Rotator Cuff Repair,"Clare K Green , John P Scanaliato , John C Dunn , Rachel S Rosner , Nata Parnes",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Jul;50(9):2526-2533.
doi: 10.1177/03635465221104685.
Epub 2022 Jun 23.",Association Between Collision Sport Career Duration and Gait Performance in Male Collegiate Student-Athletes,"Jessie R Oldham , Corey J Lanois , Jaclyn B Caccese , Jeremy R Crenshaw , Christopher A Knight , Brant Berkstresser , Francis Wang , David R Howell , William P Meehan rd 

, Thomas A Buckley",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(3):674-680.
doi: 10.1177/03635465211063914.
Epub 2022 Feb 10.",Return to Sports and Patients' Rehabilitation Continuum After Deepening Trochleoplasty and Concomitant Patellar-Stabilizing Procedures: A Case Series of 111 Patients at 2 to 4 Years of Follow-up,"Natalie Mengis , Felix Zimmermann , Larissa Schemel , Jules N Rippke , Danko D Milinkovic , Peter Balcarek",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Mar;50(3):NP17.
doi: 10.1177/03635465211055443.",Amnion and Umbilical Cord-Derived Products in Sports Medicine: From Basic Science to Clinical Application: Response,"Lisa A Fortier, Marta Cercone, Laura E Keller, Michelle L Delco, Liliya Becktell, Kristina V Wells",am j sports med
"Comment
Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Feb;50(2):NP10-NP11.
doi: 10.1177/03635465211049381.",Ultrasonic Percutaneous Tenotomy for Recalcitrant Lateral Elbow Tendinopathy: Clinical and Sonographic Results at 90 Months: Response,"Benjamin F H Ang, P Chandra Mohan, Meng Ai Png, John Carson Allen Jr, Tet Sen Howe, Joyce S B Koh, Brian P Lee, Bernard F Morrey",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Apr;50(5):1382-1388.
doi: 10.1177/03635465221083325.
Epub 2022 Mar 14.","Acute Effect of Pitching on Range of Motion, Strength, and Muscle Architecture","Nicholas S Mirabito , Matthew Topley , Stephen J Thomas",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Apr;50(5):1222-1228.
doi: 10.1177/03635465221074694.
Epub 2022 Mar 2.",Epidemiology and Revision Rates of Pediatric ACL Reconstruction in New York State,"Peter G Brodeur , Aron H Licht , Jacob M Modest , Edward J Testa , Joseph A Gil , Aristides I Cruz Jr",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 Oct;50(12):3210-3217.
doi: 10.1177/03635465221121577.
Epub 2022 Sep 19.",Effect of Anchor Density on Functional Outcomes After Arthroscopic Hip Labral Repair,"Justin J Ernat , Spencer M Comfort , Toufic R Jildeh , Joseph J Ruzbarsky , Marc J Philippon",am j sports med
"Am J Sports Med
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2022 May;50(6):1695-1701.
doi: 10.1177/03635465221083646.
Epub 2022 Mar 22.",Factors Associated With a Prolonged Time to Return to Play After a Concussion,"Eric X Wang , Calvin E Hwang , Jessica N Nguyen , Nicole A Segovia , Geoffrey D Abrams , Andrea Kussman",am j sports med
